681.6,1.4915,0.9952,122.57,58.825,123.25,2.877,1.9289,1.0463
667.21,1.4743,0.8432,122.86,63.231,117.33,2.8759,1.9507,1.0631
704.14,1.4254,0.7296,106.79,57.571,112.93,2.7965,1.9619,0.92924
643.86,1.5054,1.1344,128.85,59.674,116.42,2.9257,1.9435,1.1244
994.94,1.0518,2.0768,107.24,66.874,132.15,2.7911,2.6536,0.99644
631.86,1.5005,0.8816,117.02,70.878,111.12,2.8886,1.9251,1.0934
785.28,1.2122,1.0128,116.31,73.544,107.51,2.8028,2.3122,0.98795
953.62,1.139,1.1152,112.41,73.373,110.8,2.3027,2.0218,0.52794
861.07,1.2883,1.0208,113.3,75.607,109.15,2.4306,1.8867,0.55546
897.31,1.2019,1.2368,138.3,38.947,114.77,2.6517,2.2061,0.73537
923.23,1.2202,1.272,114.54,55.98,115.27,2.5157,2.0617,0.60933
659.25,1.4727,0.6816,131.53,45.456,116.62,2.8905,1.9627,1.0957
969.5,1.1847,1.04,103.36,56.561,115.67,2.6446,2.2322,0.64996
835.2,1.364,0.8592,105.54,76.592,107.82,2.6593,1.9496,0.62276
790.66,1.2915,1.2032,111.57,65.497,112.81,2.6373,2.042,0.79764
778.45,1.3297,1.1472,111.9,65.496,112.42,2.6959,2.0275,0.8084
606.24,1.5061,1.1568,119.34,57.629,104.19,2.9426,1.9538,1.1471
676.98,1.7451,0.6128,108.2,43.395,129.71,2.6331,1.5088,0.68298
750.74,1.3725,0.4368,100.18,63.757,114.76,2.8706,2.0915,0.94412
270.16,1.3414,1.8176,112.08,59.12,62.334,0.71403,0.5323,0.25651
270.16,1.3414,1.8176,112.08,59.12,62.334,0.71403,0.5323,0.25651
292.43,1.4231,0.592,121.11,75.554,87.586,0.69925,0.49137,0.26213
276.13,1.4392,0.912,123.15,76.235,82.979,0.73412,0.5101,0.30017
289.85,1.4588,0.7808,119.75,76.206,92.7,0.7333,0.50269,0.29556
284.63,1.4454,1.5488,137.15,81.085,87.565,0.73447,0.50813,0.29583
302.05,1.3152,1.928,117.68,76.736,79.114,0.69713,0.53006,0.25826
299.82,1.444,2.0272,116.06,74.085,94.947,0.73363,0.50806,0.28901
298.33,1.4314,3.518,132.14,80.264,94.937,0.73457,0.5132,0.29779
284.6,1.3993,3.16,124.13,75.265,82.921,0.69983,0.50011,0.27142
288.92,1.4637,3.29,122.26,74.246,94.937,0.72768,0.49715,0.29796
297.66,1.4402,3.798,108.42,69.766,94.937,0.73998,0.51382,0.29987
278.44,1.4085,2.4336,107.37,74.035,78.454,0.73598,0.52253,0.29286
337.77,1.4076,2.2053,118.08,72.005,105.63,0.7263,0.51597,0.26129
NaN,1.3616,3.7467,118.15,70.588,NaN,0.69542,0.51075,0.25982
NaN,1.4997,3.264,117.86,71.825,NaN,0.72994,0.48671,0.29295
310.31,1.4535,2.99,114.19,71.647,94.343,0.72603,0.49951,0.25913
NaN,1.4036,3.964,103.03,64.809,NaN,0.71856,0.51195,0.28541
300.54,1.3633,1.3264,118.38,67.711,87.887,0.70088,0.5141,0.2726
NaN,1.3942,4.864,109.76,62.402,NaN,0.72662,0.52118,0.30084
322.29,1.3894,2.34,110.58,61.424,94.937,0.69088,0.49726,0.23955
320.08,1.3313,3.182,108.02,61.513,95.545,0.71035,0.53357,0.28144
310.12,1.3639,0.9088,108.31,61.213,92.824,0.69648,0.51067,0.2668
287.12,1.3075,3.152,106.19,56.209,73.356,0.69029,0.52794,0.2629
279.47,1.4404,1.0128,107.51,61.164,86.434,0.72345,0.50227,0.29593
280.48,1.3893,1.2448,107.89,58.625,82.015,0.73189,0.52679,0.30668
265.37,1.4335,2.8592,106.7,58.066,78.784,0.73273,0.51116,0.30985
327.85,1.2901,0.7728,105.46,58.246,93.364,0.67848,0.5259,0.25466
285.53,1.4713,0.3024,105.61,55.506,82.473,0.75376,0.51232,0.28144
388.92,1.3507,0.952,84.596,57.48,89.579,0.74673,0.55283,0.19186
511.4,1.1227,1.0928,87.044,53.798,84.477,0.66023,0.58806,0.11841
452.68,1.0628,1.136,88.503,55.123,84.164,0.6105,0.5744,0.14364
321.5,1.4449,1.3152,87.903,53.292,88.445,0.72483,0.50163,0.22824
618.15,1.2487,0.5616,91.236,60.308,91.063,0.624,0.49971,0.063079
326.8,1.3546,1.3008,87.339,53.274,88.655,0.69901,0.51604,0.23433
648.07,1.05,0.9952,97.699,62.19,90.769,0.65957,0.62818,0.090401
335.99,1.3222,0.6912,93.632,60.277,88.619,0.71848,0.54341,0.24572
486.39,1.0154,0.8,89.383,57.922,84.375,0.70068,0.69003,0.18
404.96,1.2371,2.2432,91.117,61.106,83.709,0.652,0.52703,0.15029
520.6,1.1349,0.6736,94.646,60.26,84.049,0.69236,0.61004,0.12233
332.39,1.3457,3.8112,88.432,57.746,87.209,0.67221,0.49951,0.20876
310.45,1.4134,3.9173,83.952,50.201,89.286,0.71821,0.50813,0.25355
NaN,1.194,3.92,89.402,57.195,NaN,0.66779,0.55929,0.20059
492.3,0.96352,0.3648,97.278,65.442,89.652,0.64733,0.67183,0.17699
618.37,1.4861,0.328,96.377,72.927,111.28,2.9448,1.9815,1.2113
689.38,1.4594,0.3648,104.46,88.792,124.49,2.8756,1.9704,1.078
405.41,1.8396,1.2816,92.078,50.567,175.59,0.63396,0.34461,0.13448
NaN,1.4235,0.9376,82.058,48.692,NaN,0.67775,0.47612,0.19725
379.48,1.4487,0.2848,104.88,59.713,147.46,0.72413,0.49986,0.27122
384.38,1.4777,0.512,111.54,53.357,158.07,0.71254,0.4822,0.26367
