9001,-1.7868,3.6765,1.1122,0.65831,0.26655,0.031285,-0.424,0.544,0.056
9002,1.9491,13.889,1.1101,0.65791,0.26715,0.031556,-0.432,0.584,0.08
9003,-4.4409,4.4643,1.1114,0.65837,0.26669,0.031275,0.232,0.168,-0.368
9004,-4.456,4.8077,1.1112,0.65787,0.26673,0.031341,0.088,0.088,0.104
9005,-3.8661,3.2895,1.1085,0.65652,0.26623,0.030722,-0.44,-0.96,-0.408
9006,2.0536,13.889,1.1089,0.6566,0.26648,0.031112,-0.424,0.656,0.352
9007,-5.7117,4.6296,1.1108,0.65665,0.26626,0.031412,-0.416,0.16,0.376
9009,-82.563,5,1.1083,0.656,0.26527,0.031331,0.128,-0.408,1.216
9010,-7.3188,4.8077,1.1127,0.65761,0.26617,0.031334,0.096,-0.4,0.136
9012,-1.9461,1.2255,1.1062,0.65468,0.26593,0.030816,-0.416,0.104,0.112
9013,-1.9248,3.4722,1.1082,0.65606,0.26607,0.030971,-0.456,-0.248,0.32
9014,-3.6234,3.125,1.1108,0.65529,0.26659,0.031639,-0.44,0.144,0.32
9015,-6.353,1.3298,1.1109,0.65518,0.26606,0.031234,-0.448,-0.416,-0.232
9016,15.792,5,1.111,0.65542,0.26636,0.03119,0.08,0.312,0.12
9017,-3.0496,3.9062,1.1116,0.6545,0.26556,0.030451,-0.464,-0.44,0.12
9018,-44.024,5.4348,1.1108,0.65332,0.26615,0.030422,-0.448,0,-0.256
9019,1.6543,13.889,1.1127,0.65417,0.26612,0.030864,-0.992,0.056,0.056
9020,1.7542,12.5,1.1873,0.61541,0.27308,0.030165,-0.48,-0.464,0.248
9021,1.7542,12.5,1.207,0.61133,0.27527,0.030251,-0.48,-0.464,0.248
9022,1.837,12.5,1.2009,0.61978,0.2715,0.027925,-0.464,0.208,-0.44
9023,1.4084,13.889,1.197,0.62009,0.2712,0.027997,0.2,0.224,-0.424
9024,1.56,13.889,1.1978,0.62027,0.27002,0.027668,0.184,0.208,-0.448
9025,1.863,12.5,1.1979,0.62058,0.27053,0.027756,0.184,-0.44,0.208
9026,1.9109,12.5,1.1983,0.62088,0.27089,0.027809,0.184,0.208,0.216
9027,1.7282,11.364,1.1981,0.62091,0.27144,0.027798,-0.464,-0.44,0.184
9028,1.8359,11.364,1.1883,0.61323,0.27742,0.02955,0.184,0.216,-0.432
9029,1.8391,13.889,1.1834,0.60976,0.27996,0.029437,0.16,0.192,-0.448
9030,1.4533,13.889,1.1841,0.60983,0.27903,0.029334,0.176,0.2,-0.44
9031,1.8606,12.5,1.1861,0.60952,0.27962,0.029704,0.184,-1.072,0.216
9032,1.773,13.889,1.2056,0.60927,0.28034,0.030142,0.192,0.464,0.216
9033,1.9208,12.5,1.2064,0.6095,0.28116,0.03021,0.176,0.2,0.2
9034,1.9046,12.5,1.2056,0.60964,0.28074,0.030126,0.184,-0.424,0.208
9035,1.7025,11.364,1.2056,0.62536,0.28125,0.030148,-0.472,0.192,-0.448
9036,1.7789,13.889,1.205,0.62766,0.28028,0.030071,0.168,-0.448,0.208
9037,1.8101,13.889,1.2062,0.62787,0.28056,0.030172,0.176,-0.448,0.208
9038,1.5514,13.889,1.2049,0.62821,0.28089,0.030254,-0.448,-0.416,0.2
9039,1.5754,13.889,1.2054,0.62799,0.28081,0.030187,0.16,0.192,-0.448
9040,5.8726,4.8077,1.205,0.62797,0.28056,0.030043,0.176,0.208,-0.432
9041,-1745.4,4.6296,1.2084,0.62805,0.28095,0.030302,2.048,0.184,0.176
9042,1.8593,13.889,1.2115,0.6335,0.28109,0.030205,0.192,-0.44,0.216
9043,1.6221,12.5,1.2093,0.63249,0.28116,0.030104,0.168,0.192,-0.448
9044,1.7051,11.364,1.2076,0.63257,0.28222,0.030402,0.168,-0.448,0.2
9045,1.9162,12.5,1.2057,0.63246,0.28176,0.030138,0.152,0.176,-0.456
9046,7.5037,4.6296,1.2069,0.63222,0.2815,0.030243,-0.464,-0.432,0.192
9047,1.9901,12.5,1.2064,0.63287,0.28183,0.03018,0.176,0.2,-0.44
9048,1.6502,10.417,1.2056,0.63354,0.28213,0.030357,-0.496,0.208,-0.488
9049,1.8556,13.889,1.2055,0.63469,0.28211,0.0304,0.192,0.216,0.232
9050,1.4103,13.889,1.207,0.63376,0.28227,0.030488,-0.48,-0.456,0.208
9051,1.6712,12.5,1.2082,0.63304,0.28033,0.029745,0.176,-0.472,0.192
9052,1.7273,13.889,1.1896,0.61983,0.26977,0.021321,0.192,-0.472,0.208
9053,1.351,15.625,1.1889,0.62022,0.26901,0.021276,-0.488,0.192,0.2
9054,1.538,13.889,1.1778,0.61728,0.26523,0.01693,-0.496,0.184,0.192
9055,2.792,11.364,1.1786,0.61843,0.26539,0.017043,0.192,-0.448,0.232
9056,1.4747,12.5,1.1811,0.61793,0.26682,0.016798,-0.496,0.184,0.2
9057,1.6199,13.889,1.1802,0.62048,0.26535,0.016344,-0.504,0.184,0.168
9058,1.6504,13.889,1.1796,0.62058,0.26543,0.016884,-0.48,-0.472,-0.472
9059,1.6283,13.889,1.1817,0.62249,0.26592,0.017186,0.168,-0.472,0.192
9060,1.5766,11.364,1.1832,0.62209,0.267,0.0179,0.192,0.208,-0.488
9061,1.3149,13.889,1.1803,0.61937,0.26736,0.017665,-0.496,0.176,-0.488
9062,1.4458,12.5,1.1821,0.62182,0.26741,0.017864,-0.488,0.184,-0.48
9063,1.9285,11.364,1.1783,0.62121,0.26639,0.018441,0.168,-0.464,0.192
9064,-10.935,4.1667,1.1787,0.62945,0.26687,0.020121,0.2,0.832,0.44
9065,1.6451,11.364,1.171,0.62998,0.26635,0.019991,-0.512,0.416,0.24
9066,1.4877,12.5,1.1508,0.65909,0.26308,0.022882,0.056,0.336,0.6
9067,1.6634,9.6154,1.1388,0.65261,0.26075,0.018835,-0.488,0.064,-0.472
9068,1.9346,13.889,1.1407,0.64772,0.26142,0.01998,0.096,-0.024,-0.024
9069,1.9558,12.5,1.1361,0.64303,0.25784,0.017577,0.12,0.536,0
9070,1.6595,15.625,1.1356,0.64177,0.25787,0.017668,0.104,0.528,-0.016
9071,1.8623,12.5,1.1365,0.64264,0.25939,0.017659,0.128,0.544,0.008
9072,1.5248,13.889,1.1372,0.64189,0.26006,0.017486,0.104,-0.016,-0.016
9073,1.4376,11.364,1.1375,0.63674,0.26083,0.017927,-0.44,-0.568,-0.568
9074,1.7234,12.5,1.1359,0.63753,0.26075,0.017714,-0.44,-0.024,-0.024
9075,108.21,5,1.1369,0.63823,0.26082,0.017902,-0.416,0.544,0
9076,1.5237,13.889,1.1376,0.63853,0.26094,0.017903,0.112,-0.008,0.536
9077,1.8032,13.889,1.1363,0.6381,0.26082,0.017988,0.104,0.528,-0.016
9078,1.5561,13.889,1.1361,0.63738,0.26078,0.017827,0.112,0.528,-0.008
9079,1.7081,12.5,1.1355,0.63738,0.26076,0.01786,0.104,-0.024,0.52
9080,1.5824,13.889,1.1356,0.63856,0.2612,0.018019,-0.424,-0.008,0.536
9081,1.5877,13.889,1.1362,0.63909,0.26121,0.017987,0.104,-0.032,-0.584
9082,-3.2261,3.6765,1.1507,0.64735,0.26599,0.022459,-0.472,-0.488,0.16
9083,-3.2261,3.6765,1.1507,0.64735,0.26599,0.022459,-0.472,-0.488,0.16
9084,-11.484,4.4643,1.1489,0.642,0.26674,0.022969,0.176,-0.504,-0.504
9085,-2.113,2.6596,1.1468,0.64073,0.26535,0.022243,0.224,0.208,-0.496
9086,1.7722,9.6154,1.1449,0.63951,0.26321,0.021822,-0.536,-0.576,0.136
9087,1.7739,8.3333,1.147,0.64372,0.26585,0.024346,-0.472,-0.512,0.28
9088,1.7626,8.9286,1.1458,0.64546,0.26673,0.025381,-0.472,-0.504,-0.328
9089,1.824,8.9286,1.1453,0.63799,0.26683,0.025066,-0.448,0.256,-0.488
9090,1.5825,10.417,1.1506,0.63657,0.26385,0.023995,-0.472,0.112,-0.504
9091,1.6007,12.5,1.1706,0.58097,0.24411,0.027703,-0.472,-0.432,-0.168
9092,1.4752,11.364,1.1762,0.55043,0.25153,0.025589,-1.608,-0.192,0.44
9093,1.6984,12.5,1.1352,0.50566,0.27772,0.028058,-0.464,-0.408,-0.4
9094,231.44,3.9062,1.1457,0.51376,0.27695,0.028293,-0.488,0.576,0.08
9095,-31.966,4.1667,1.1385,0.51126,0.27573,0.02847,-0.488,-0.2,-0.984
9096,1.7042,8.9286,1.134,0.51617,0.27369,0.028819,-0.472,-0.192,0.152
9097,1.4304,12.5,1.1407,0.52558,0.27501,0.030415,-0.504,-0.72,0.104
9098,4.8313,5,1.1435,0.52597,0.27598,0.029728,-0.512,-0.256,0.088
9099,1.4343,11.364,1.1387,0.52619,0.2766,0.029707,-0.52,0.064,0.08
9100,5.3443,4.6296,1.1385,0.52298,0.2726,0.028505,-0.52,0.552,0.072
9101,1.4375,12.5,1.1395,0.52104,0.27292,0.028543,-0.488,0.648,0.064
9102,-6.4356,4.4643,1.139,0.52127,0.27279,0.02827,0.08,0.04,0.04
9103,-5.0701,4.6296,1.1392,0.52099,0.27355,0.028509,-0.456,0.488,0
9104,8.8792,4.1667,1.1392,0.52176,0.27375,0.028853,-0.48,0.16,-0.504
9105,19.911,4.3103,1.1396,0.52265,0.27465,0.029205,-0.448,0.144,0.592
9106,-10.889,3.5714,1.1396,0.52437,0.27466,0.029237,-0.464,-0.488,0.112
9108,-5.5382,3.9062,1.1366,0.53023,0.28004,0.029792,-0.464,0.096,0.096
9109,-4.6931,4.0323,1.1323,0.53036,0.28067,0.027927,-0.464,0.216,0.04
9110,-11.85,3.6765,1.1323,0.53101,0.28135,0.028495,-0.456,0.184,0.168
9111,-4.5592,3.9062,1.1334,0.53277,0.28136,0.028453,0.208,-0.472,0.184
9112,10.795,4.4643,1.1344,0.53536,0.28173,0.028074,-0.44,0.152,-0.472
9113,1.4923,12.5,1.1367,0.53724,0.28416,0.029798,-0.456,0.128,-2.24
9114,-7.8566,4.6296,1.1367,0.54144,0.2866,0.030928,-0.472,-0.48,-0.48
9115,-10.74,3.9062,1.1325,0.53648,0.28356,0.030301,-0.464,0.104,0.104
9116,-3.8755,3.2895,1.1337,0.53467,0.28244,0.031171,-0.448,-0.456,0.184
9117,1.7133,11.364,1.1361,0.5364,0.28329,0.031621,-0.432,0.456,0.712
9118,-6.9787,2.6042,1.1376,0.53667,0.28297,0.031292,-0.088,0.256,-0.104
9119,-5.8392,4.1667,1.1404,0.53784,0.28065,0.029162,-0.44,-0.456,-0.456
9120,1.7548,11.364,1.1393,0.53607,0.28018,0.029175,-0.44,-0.456,-0.456
9121,-3.3824,3.125,1.1391,0.53617,0.28039,0.029365,-0.448,-0.456,-0.456
9122,-2.74,1.5823,1.1397,0.53602,0.2804,0.029538,-0.448,-0.464,-0.464
9123,1.5453,11.364,1.1522,0.53777,0.28006,0.029781,-0.488,-0.504,0.224
9124,1.6896,10.417,1.1493,0.53972,0.28133,0.029948,0.464,0.448,0.456
9125,1.9557,8.3333,1.1512,0.54279,0.28165,0.029804,-0.472,-0.488,-0.488
9126,-3.8589,3.7879,1.1509,0.54303,0.28131,0.02972,-0.48,0.408,-0.488
9127,-146.18,4.1667,1.1481,0.54367,0.2819,0.029556,0.248,0.224,0.096
9128,1.7563,9.6154,1.1474,0.54547,0.28155,0.027734,-0.472,0.424,-0.456
9129,1.328,13.889,1.1443,0.54362,0.27885,0.027893,-0.472,-0.488,0.352
9130,1.9831,7.8125,1.147,0.54323,0.28136,0.029106,-0.48,0.448,-0.488
9131,-2.7812,3.5714,1.1496,0.54399,0.28396,0.02965,-0.208,-0.32,-0.32
9132,1.8761,7.8125,1.1497,0.54488,0.28452,0.02988,0.328,-0.408,0.336
9133,2.03,8.3333,1.1584,0.5514,0.28929,0.030522,-0.488,-0.496,0.416
9134,1.9503,11.364,1.1548,0.54842,0.29362,0.029716,-0.36,0.256,0.008
9135,-29.914,5.9524,1.1399,0.53703,0.29091,0.02952,0.144,-0.064,-0.56
9136,-2.8077,3.6765,1.1517,0.5478,0.29166,0.031144,0.112,0.816,0.192
9137,-4.5891,3.125,1.1596,0.56236,0.29854,0.032121,0.728,-0.432,-0.4
9138,1.5784,8.9286,1.1647,0.56926,0.28833,0.026491,0.464,-0.52,0.224
9139,1.4006,10.417,1.1549,0.54798,0.2874,0.024425,-0.512,-0.504,1.112
9140,4.4625,5,1.155,0.54816,0.28756,0.02637,-0.496,-0.496,0.16
9141,1.4728,10.417,1.1594,0.5505,0.28998,0.027066,0.4,0.4,0.4
9142,28.526,4.3103,1.1596,0.54753,0.28892,0.02566,0.384,0.376,-0.488
9143,1.4043,12.5,1.1628,0.55783,0.29248,0.029154,0.368,0.36,0.36
9144,1.5154,12.5,1.1604,0.55436,0.292,0.029325,-0.488,0.304,-0.504
9145,-5.9107,2.5,1.1594,0.55409,0.29115,0.028691,-0.56,0.544,-0.232
9146,-8.2695,2.907,1.1561,0.55121,0.28829,0.028193,0.168,-0.944,0.744
9147,-2.9936,3.9062,1.1575,0.55285,0.28928,0.028685,0.088,0.152,0.152
9148,2.3766,12.5,1.157,0.5511,0.28873,0.028256,0.08,0.152,0.312
9149,8.4987,0.69444,1.1573,0.55233,0.28833,0.027801,0.072,-7.568,0.312
9150,2.3123,13.889,1.2215,0.59105,0.29018,0.021427,0.128,0.744,-0.6
9151,2.3123,13.889,1.2294,0.59039,0.29067,0.021426,0.128,0.744,-0.6
9152,1.8102,12.5,1.2302,0.59064,0.29057,0.021471,0.2,-0.376,0.232
9153,9.2039,9.6154,1.2129,0.59348,0.28915,0.021553,-1.448,0.344,-0.28
9154,-4.0273,4.1667,1.2091,0.59225,0.28947,0.021345,0.088,0.152,0.152
9155,-4.7622,3.9062,1.2055,0.58928,0.28835,0.021568,0.12,0.328,-0.904
9156,1.8758,11.364,1.2071,0.58682,0.28819,0.021942,-0.488,0.864,0.152
9157,2.2181,10.417,1.208,0.58554,0.29249,0.023619,0.24,-0.512,0.216
9158,5.1391,3.5714,1.2047,0.58532,0.29265,0.024117,-0.504,-0.352,0.552
9159,-4.6649,2.2321,1.2018,0.58207,0.29167,0.022733,-0.48,-0.328,0.536
9160,12.846,2.551,1.2034,0.58543,0.29023,0.022308,-0.488,0.296,0.472
9161,-2.9211,2.907,1.2047,0.58709,0.29084,0.023073,0.344,-0.312,-0.344
9162,3.8885,8.9286,1.2044,0.58796,0.29041,0.022533,-0.488,0.568,0.192
9163,-3.4838,1.3441,1.1995,0.58784,0.29068,0.022581,0.032,-0.024,-0.024
9164,-3.0814,0.92593,1.196,0.58883,0.28713,0.022869,-0.496,-0.376,0.448
9165,-8.2957,3.3784,1.1925,0.58829,0.28734,0.022136,-0.496,-0.328,0.552
9166,-5.1855,3.6765,1.1895,0.59274,0.28643,0.021729,-0.48,-1.824,-0.52
9167,2.456,7.3529,1.1906,0.58498,0.28745,0.021979,-0.504,0.56,0.776
9169,-3.2655,3.3784,1.1274,0.56674,0.2736,0.028251,-0.512,-0.392,0.456
9170,-2.4855,3.2895,1.1308,0.56826,0.27331,0.027878,-1.184,-0.544,-0.32
9171,-10.432,3.2895,1.1335,0.57053,0.27496,0.027983,-0.48,0.616,-0.344
9172,2.6206,1.0593,1.1398,0.57836,0.28127,0.028524,-4.368,0.44,-0.384
9173,-4.1734,2.8409,1.1405,0.57973,0.29396,0.029251,-0.504,0.672,0.664
9174,3.6896,5.9524,1.1421,0.57832,0.29385,0.028532,-0.496,0.584,0.784
9175,-3.6429,2.8409,1.1401,0.57884,0.29198,0.029145,0.48,-0.128,-0.36
9176,-4.4329,3.0488,1.145,0.58012,0.29156,0.028757,-0.488,-0.336,0.624
9177,2.562,6.25,1.1474,0.57903,0.29055,0.028948,-0.472,0.632,-1.072
9178,1.9065,7.8125,1.1492,0.57964,0.29103,0.029619,0.432,0.6,0.392
9179,2.1525,11.364,1.1489,0.58106,0.29145,0.029086,-0.44,-0.024,-0.024
9180,-9.6706,6.25,1.1503,0.5856,0.29253,0.029427,0.088,0.712,-0.408
9181,-9.8394,3.4722,1.1554,0.59397,0.29735,0.032683,0.184,0.392,-0.072
9182,-1.726,3.2051,1.1574,0.59303,0.29769,0.032343,0.096,0.64,0.08
9183,-2.7906,4.0323,1.1583,0.58848,0.29782,0.031492,0.216,-0.032,-0.032
9184,2.0235,15.625,1.1583,0.58744,0.29731,0.030925,0.056,0.048,0.048
9185,1.8772,12.5,1.1554,0.58222,0.29536,0.030335,0.016,-0.512,-0.016
9186,4.2834,2.0161,1.1562,0.58473,0.29581,0.030321,0.088,-0.064,-0.064
9187,-3.0277,4.4643,1.1603,0.58507,0.29668,0.029475,0.064,-0.112,-0.112
9188,2.5466,0.41667,1.1591,0.58489,0.29613,0.029621,0.088,-0.056,-0.64
9189,-2.1472,2.907,1.1573,0.58296,0.29414,0.030218,-0.496,-0.504,-0.072
9190,3.126,5.2083,1.1575,0.58556,0.29436,0.030562,0.16,0.152,-0.488
9191,5.1333,4.6296,1.1605,0.58263,0.2886,0.030133,0.472,0.456,0.456
9192,4.0034,4.8077,1.1589,0.58399,0.28384,0.028619,0.456,0.44,-0.56
9193,-3.1488,1.7857,1.1591,0.56659,0.2854,0.02692,-0.536,0.456,-0.552
9194,21.714,2.8409,1.1561,0.57983,0.29216,0.029045,0.456,0.448,-0.552
9195,13.012,3.9062,1.1558,0.58039,0.29128,0.028904,0.424,-0.592,0.408
9196,4.7294,4.6296,1.1541,0.57873,0.28998,0.027335,1.408,-6.48,0.424
9197,4.3761,4.8077,1.1522,0.57732,0.28837,0.026645,-0.552,0.424,-0.568
9198,-74.845,2.9762,1.153,0.57765,0.28835,0.026298,0.456,0.432,0.44
9199,7.4477,4.6296,1.1442,0.57335,0.28696,0.026612,0.392,0.376,0.376
9200,61.096,3.3784,1.1518,0.57806,0.2894,0.027576,-0.544,-1.424,-0.56
9201,1.5483,13.889,1.1537,0.57772,0.29028,0.028006,-0.52,-0.552,0.288
9202,-10.723,3.125,1.1524,0.57796,0.29001,0.027756,0.368,0.344,0.344
9203,8.8715,4.8077,1.1567,0.57882,0.29336,0.02886,0.312,0.296,-0.552
9204,1.2915,13.889,1.155,0.58067,0.29194,0.028504,0.304,0.288,-0.552
9205,1.6324,11.364,1.1511,0.58049,0.29228,0.028811,0.36,0.344,0.336
9206,3.0954,4.6296,1.1563,0.58,0.29324,0.02831,0.336,0.32,0.32
9207,-21.174,4.1667,1.1586,0.57603,0.29258,0.028839,0.312,0.288,0.288
9208,3.1384,4.8077,1.1591,0.57431,0.29174,0.02906,0.328,0.32,-0.536
9209,-2.4458,2.0492,1.1568,0.57691,0.2918,0.029158,0.304,0.288,0.28
9210,1.5705,11.364,1.1539,0.57257,0.28964,0.027016,-0.528,-0.536,-0.536
9211,13.086,4.4643,1.153,0.56932,0.29088,0.027709,0.336,0.328,-0.52
9212,-24.053,4.1667,1.1514,0.57144,0.28878,0.027434,0.312,0.312,0.312
9213,8.6049,4.6296,1.1507,0.57142,0.28851,0.0279,-0.528,-0.536,0.368
9214,1.6063,11.364,1.1561,0.57246,0.28854,0.027141,0.408,-0.544,-0.52
9215,5.2471,4.6296,1.1534,0.56989,0.28744,0.026227,-0.512,0.352,-0.528
9216,4.7944,5,1.1533,0.56996,0.28712,0.026796,0.376,-0.552,0.36
9217,-5.1969,3.3784,1.155,0.57225,0.28842,0.027594,-0.512,-0.512,-0.512
9218,5.9203,5.2083,1.1609,0.57689,0.28972,0.027914,-0.496,0.232,-0.496
9219,-5.5361,3.4722,1.1573,0.5768,0.28818,0.02739,0.208,-0.52,0.2
9220,-2.8052,2.6042,1.1565,0.57497,0.28612,0.026546,0.208,-0.52,0.208
9221,1.6228,12.5,1.153,0.57315,0.28638,0.026746,-0.512,-0.512,0.216
9222,1.4979,11.364,1.153,0.56807,0.28376,0.026296,-0.52,-0.528,-0.528
9223,9.0084,4.6296,1.1517,0.56584,0.28231,0.026314,0.408,-0.536,0.4
9224,9.0134,4.8077,1.155,0.56728,0.28567,0.026199,-0.544,-1.48,-0.544
