0.096,0.168,1.3333,0.048,0.08,1.5,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,0.1504,0.4256
0.12,-0.376,-0.24194,0.072,-0.424,-0.14516,0.032,-0.464,-0.064516,0,-0.496,-0,0,-0.496,-0,0,-0.496,-0,-0.3616,0.8464
0.144,0.232,1.6364,0.088,0.144,1.5714,0.056,0.088,1.75,0,0.032,0,0,0.032,0,0,0.032,0,0.152,0.4976
0.136,0.224,1.5455,0.08,0.144,1.25,0.056,0.096,1.4,0,0.04,0,0,0.04,0,0,0.04,0,0.1728,0.5584
0.12,0.216,1.25,0.072,0.128,1.2857,0.032,0.056,1.3333,0,0.024,0,0,0.024,0,0,0.024,0,0.1568,0.496
0.12,0.112,-15,0.072,0.064,-9,0.04,0.032,-5,0,-0.008,-0,0,-0.008,-0,0,-0.008,-0,-0.6272,1.4432
0,0.128,0,0,0.128,0,0,0.128,0,0,0.128,0,0,0.128,0,0,0.128,0,0.1504,0.4784
0.128,0.216,1.4545,0.08,0.136,1.4286,0.048,0.072,2,0,0.024,0,0,0.024,0,0,0.024,0,0.1488,0.496
0.096,0.184,1.0909,0.048,0.096,1,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0.192,0.6128
0.072,0.136,1.125,0,0.064,0,0,0.064,0,0,0.064,0,0,0.064,0,0,0.064,0,0.152,0.4976
0.136,-0.52,-0.20732,0.088,-0.568,-0.13415,0.056,-0.6,-0.085366,0,-0.656,-0,0,-0.656,-0,0,-0.656,-0,-0.6208,1.3728
0,-0.384,-0,0,-0.384,-0,0,-0.384,-0,0,-0.384,-0,0,-0.384,-0,0,-0.384,-0,0.1104,0.4272
0.088,-0.512,-0.14667,0,-0.6,-0,0,-0.6,-0,0,-0.6,-0,0,-0.6,-0,0,-0.6,-0,-0.6416,1.4272
0.04,0.072,1.25,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,0.1584,0.528
0.184,0.288,1.7692,0.096,0.168,1.3333,0.064,0.104,1.6,0,0.04,0,0,0.04,0,0,0.04,0,0.1712,0.4624
0.152,0.248,1.5833,0.072,0.136,1.125,0.04,0.064,1.6667,0,0.024,0,0,0.024,0,0,0.024,0,0.208,0.5952
0.112,-0.056,-0.66667,0,-0.168,-0,0,-0.168,-0,0,-0.168,-0,0,-0.168,-0,0,-0.168,-0,-0.5952,1.3968
0.144,0.248,1.3846,0.072,0.136,1.125,0.04,0.072,1.25,0,0.032,0,0,0.032,0,0,0.032,0,0.2064,0.5952
0.304,0.032,-1.1176,0.304,0.032,-1.1176,0.304,0.032,-1.1176,0.232,-0.04,-0.85294,0.064,-0.208,-0.23529,0,-0.272,-0,-0.472,1.1056
0.112,0.192,1.4,0.056,0.104,1.1667,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0.12,0.4144
0.392,0.536,2.7222,0.192,0.304,1.7143,0.128,0.216,1.4545,0,0.088,0,0,0.088,0,0,0.088,0,0.2,0.592
0.104,0.184,1.3,0.056,0.096,1.4,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,0.152,0.408
0.112,0.2,1.2727,0.056,0.104,1.1667,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0.1584,0.48
0.112,0.2,1.2727,0.056,0.096,1.4,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,0.1616,0.5392
0.112,0.208,1.1667,0.056,0.112,1,0,0.056,0,0,0.056,0,0,0.056,0,0,0.056,0,0.1648,0.4784
0.104,0.192,1.1818,0.056,0.104,1.1667,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0.2128,0.5744
0.112,-0.336,-0.25,0.056,-0.392,-0.125,0,-0.448,-0,0,-0.448,-0,0,-0.448,-0,0,-0.448,-0,-0.5312,1.1248
0.12,0.208,1.3636,0.072,0.12,1.5,0.024,0.032,3,0,0.008,0,0,0.008,0,0,0.008,0,0.2,0.6064
0.112,0.2,1.2727,0.064,0.112,1.3333,0.008,0.008,Inf,0,0,NaN,0,0,NaN,0,0,NaN,0.1648,0.5056
0.096,0.176,1.2,0.04,0.072,1.25,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,0.1984,0.6016
0.112,0.2,1.2727,0.056,0.096,1.4,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,0.1968,0.608
0.12,-0.136,-0.46875,0.064,-0.192,-0.25,0,-0.256,-0,0,-0.256,-0,0,-0.256,-0,0,-0.256,-0,-0.5104,1.184
0.064,0.12,1.1429,0,0.056,0,0,0.056,0,0,0.056,0,0,0.056,0,0,0.056,0,0.1952,0.6016
0.112,-0.256,-0.30435,0.056,-0.312,-0.15217,0.008,-0.36,-0.021739,0,-0.368,-0,0,-0.368,-0,0,-0.368,-0,-0.5968,1.3952
0.104,0.192,1.1818,0.056,0.104,1.1667,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0.1984,0.6032
0.112,0.2,1.2727,0.056,0.104,1.1667,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0.1984,0.608
0.12,-0.352,-0.25424,0.064,-0.408,-0.13559,0.032,-0.44,-0.067797,0,-0.472,-0,0,-0.472,-0,0,-0.472,-0,-0.6064,1.4112
0.12,0.208,1.3636,0.064,0.112,1.3333,0.016,0.024,2,0,0.008,0,0,0.008,0,0,0.008,0,0.1984,0.6016
0.128,-0.448,-0.22222,0.072,-0.504,-0.125,0.032,-0.544,-0.055556,0,-0.576,-0,0,-0.576,-0,0,-0.576,-0,-0.6064,1.4144
0.12,-0.48,-0.2,0.064,-0.536,-0.10667,0.016,-0.584,-0.026667,0,-0.6,-0,0,-0.6,-0,0,-0.6,-0,-0.5984,1.4048
0.12,0.216,1.25,0.064,0.12,1.1429,0.016,0.024,2,0,0.008,0,0,0.008,0,0,0.008,0,0.2048,0.6096
0.128,-0.064,-0.66667,0.072,-0.12,-0.375,0.024,-0.168,-0.125,0,-0.192,-0,0,-0.192,-0,0,-0.192,-0,-0.6128,1.4288
0.12,0.216,1.25,0.064,0.12,1.1429,0,0.056,0,0,0.056,0,0,0.056,0,0,0.056,0,0.2016,0.6176
0.136,-0.192,-0.41463,0.072,-0.256,-0.21951,0.04,-0.288,-0.12195,0,-0.328,-0,0,-0.328,-0,0,-0.328,-0,-0.512,1.216
0.096,0.176,1.2,0.032,0.048,2,0,0.016,0,0,0.016,0,0,0.016,0,0,0.016,0,0.2032,0.5984
0.048,0.088,1.2,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,0.1232,0.192
0.192,0.088,-1.8462,0.088,-0.016,-0.84615,0.056,-0.048,-0.53846,0,-0.104,-0,0,-0.104,-0,0,-0.104,-0,-0.4528,1.0816
0,0.128,0,0,0.128,0,0,0.128,0,0,0.128,0,0,0.128,0,0,0.128,0,0.1488,0.3456
