9001,1.7107,11.364,1.5131,0.88441,0.32366,0.036799,0.336,0.16,0.152
9002,1.5377,10.417,1.5502,0.92013,0.32986,0.038876,-0.488,0.136,-0.672
9003,1.5662,12.5,1.5464,0.91999,0.32983,0.038249,0.328,0.144,0.144
9004,1.4711,12.5,1.548,0.93147,0.33605,0.040924,0.336,0.152,0.152
9005,1.5504,11.364,1.5494,0.93022,0.33592,0.040886,0.328,0.152,0.144
9006,1.6125,10.417,1.548,0.93302,0.33619,0.040874,-0.472,0.16,0.152
9007,1.6384,12.5,1.5496,0.93311,0.3377,0.041915,0.344,0.168,0.152
9008,1.6006,12.5,1.5514,0.93241,0.3368,0.041372,0.32,0.128,0.144
9009,1.5498,12.5,1.5525,0.93344,0.33674,0.041079,0.344,0.16,0.152
9010,1.3329,12.5,1.5524,0.93439,0.33662,0.040979,-0.48,-0.664,0.152
9011,1.3236,13.889,1.5508,0.93149,0.33654,0.040875,-0.48,0.136,-0.664
9012,-27.293,4.4643,1.546,0.93205,0.33725,0.041308,0.32,0.136,0.128
9013,1.6388,12.5,1.5496,0.93296,0.33652,0.040878,-0.472,0.16,-0.656
9014,1.7596,12.5,1.5533,0.93505,0.33693,0.040902,-0.464,-0.64,0.168
9015,1.3889,12.5,1.5799,0.96637,0.34288,0.045642,0.296,0.912,0.104
9016,1.5132,11.364,1.5832,0.96926,0.34248,0.045402,0.304,0.112,0.112
9017,1.2256,13.889,1.5854,0.96255,0.34204,0.045276,-0.488,0.12,-0.68
9018,1.4786,11.364,1.5797,0.96357,0.3406,0.044856,0.328,0.144,0.136
9019,1.5298,12.5,1.5751,0.96102,0.33883,0.043857,-0.472,-0.64,-0.664
9020,1.5912,11.364,1.5779,0.96089,0.34167,0.044197,0.296,-0.68,0.12
9021,1.5831,12.5,1.5778,0.9611,0.34155,0.044343,0.312,-0.672,0.12
9022,1.6329,11.364,1.5762,0.95963,0.34032,0.04415,0.32,0.136,0.12
9023,1.5844,11.364,1.5789,0.96246,0.34111,0.044644,0.296,0.104,-0.672
9024,1.5177,12.5,1.5808,0.96191,0.34034,0.044392,0.312,-0.664,0.136
9025,1.476,12.5,1.5758,0.96193,0.34115,0.045002,0.288,0.104,0.104
9026,1.5183,12.5,1.5766,0.96234,0.34057,0.04453,0.296,0.104,0.112
9027,1.4681,12.5,1.5835,0.96019,0.34109,0.04451,0.312,0.112,0.128
9028,1.6356,11.364,1.5853,0.96147,0.34062,0.044572,0.32,0.128,0.136
9029,1.5197,11.364,1.5828,0.96405,0.34095,0.044702,0.328,0.144,0.144
9030,1.5698,11.364,1.581,0.96325,0.34052,0.044266,0.328,0.144,0.136
9031,1.5574,12.5,1.5859,0.96475,0.34075,0.044368,0.336,0.152,0.144
9032,1.516,12.5,1.5729,0.95337,0.33492,0.040133,-0.488,0.112,0.12
9033,1.2552,13.889,1.5722,0.95171,0.33357,0.039722,1.912,0.128,0.128
9034,1.5276,10.417,1.5711,0.95299,0.33489,0.039538,-0.488,0.12,-0.68
9035,1.5894,11.364,1.5738,0.95284,0.33487,0.039738,0.304,0.12,0.12
9036,1.5052,12.5,1.5712,0.95079,0.33371,0.038947,-0.48,0.152,-0.672
9037,1.5906,12.5,1.5658,0.95183,0.33316,0.038733,-0.488,0.128,-0.672
9038,1.3422,12.5,1.5661,0.9524,0.33403,0.038915,-0.472,-0.648,0.136
