0.112,0.192,1.4,0.08,0.136,1.4286,0.056,0.096,1.4,0,0.04,0,0,0.04,0,0,0.04,0,0.1296,0.3072
0.096,-0.216,-0.30769,0.056,-0.256,-0.17949,0.024,-0.288,-0.076923,0,-0.312,-0,0,-0.312,-0,0,-0.312,-0,-0.2768,0.6064
0.096,0.16,1.5,0.056,0.096,1.4,0.024,0.04,1.5,0,0.016,0,0,0.016,0,0,0.016,0,0.1152,0.2112
0.056,0.024,-1.75,0,-0.032,-0,0,-0.032,-0,0,-0.032,-0,0,-0.032,-0,0,-0.032,-0,-0.2,0.536
0.064,0.104,1.6,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,0.104,0.2208
0.088,0.152,1.375,0.048,0.08,1.5,0,0.032,0,0,0.032,0,0,0.032,0,0,0.032,0,0.144,0.344
0.144,0.232,1.6364,0.096,0.16,1.5,0.072,0.128,1.2857,0,0.056,0,0,0.056,0,0,0.056,0,0.1216,0.2704
0,-0.368,-0,0,-0.368,-0,0,-0.368,-0,0,-0.368,-0,0,-0.368,-0,0,-0.368,-0,-0.184,0.44
0,-0.128,-0,0,-0.128,-0,0,-0.128,-0,0,-0.128,-0,0,-0.128,-0,0,-0.128,-0,0.1296,0.296
-0.008,0.144,-0.052632,0.072,0.12,1.5,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0.1344,0.3056
0,-0.088,-0,0,-0.088,-0,0,-0.088,-0,0,-0.088,-0,0,-0.088,-0,0,-0.088,-0,0.112,0.1408
0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0.0976,0.1488
0.104,0.176,1.4444,0.072,0.12,1.5,0.056,0.088,1.75,0,0.032,0,0,0.032,0,0,0.032,0,0.1008,0.2112
0.096,0.16,1.5,0.064,0.104,1.6,0.04,0.064,1.6667,0,0.024,0,0,0.024,0,0,0.024,0,0.1008,0.1728
0.096,0.16,1.5,0.064,0.104,1.6,0.04,0.064,1.6667,0,0.024,0,0,0.024,0,0,0.024,0,0.1168,0.2016
0.096,0.152,1.7143,0.04,0.056,2.5,0,0.016,0,0,0.016,0,0,0.016,0,0,0.016,0,0.128,0.312
0.056,0.104,1.1667,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0.1536,0.3904
0.04,0.064,1.6667,0,0.024,0,0,0.024,0,0,0.024,0,0,0.024,0,0,0.024,0,0.1312,0.1888
0.08,-0.08,-0.5,0.04,-0.12,-0.25,0,-0.16,-0,0,-0.16,-0,0,-0.16,-0,0,-0.16,-0,-0.2016,0.4624
0.104,0.032,-1.4444,0.072,0,-1,0.048,-0.024,-0.66667,0,-0.072,-0,0,-0.072,-0,0,-0.072,-0,-0.128,0.3376
0,0.016,0,0,0.016,0,0,0.016,0,0,0.016,0,0,0.016,0,0,0.016,0,0.088,0.1488
0.048,-0.096,-0.33333,0,-0.144,-0,0,-0.144,-0,0,-0.144,-0,0,-0.144,-0,0,-0.144,-0,-0.256,0.584
0,-0.032,-0,0,-0.032,-0,0,-0.032,-0,0,-0.032,-0,0,-0.032,-0,0,-0.032,-0,0.1024,0.1952
0,-0.184,-0,0,-0.184,-0,0,-0.184,-0,0,-0.184,-0,0,-0.184,-0,0,-0.184,-0,-0.2256,0.512
0,-0.088,-0,0,-0.088,-0,0,-0.088,-0,0,-0.088,-0,0,-0.088,-0,0,-0.088,-0,0.0832,0.1888
-0.128,-0.032,-1.3333,0.032,0.056,1.3333,0,0.024,0,0,0.024,0,0,0.024,0,0,0.024,0,0.0944,0.1808
0.136,0.024,-1.2143,0.304,0.192,-2.7143,0.248,0.136,-2.2143,0.144,0.032,-1.2857,0,-0.112,-0,0,-0.112,-0,-0.2912,0.6928
0.088,0.136,1.8333,0.048,0.072,2,0,0.024,0,0,0.024,0,0,0.024,0,0,0.024,0,0.1168,0.2656
0.064,0.184,0.53333,0.064,0.184,0.53333,0.064,0.184,0.53333,0.064,0.184,0.53333,0.184,0.304,1.5333,0.096,0.176,1.2,0.1344,0.3424
0,0.072,0,0,0.072,0,0,0.072,0,0,0.072,0,0,0.072,0,0,0.072,0,0.0992,0.208
0.056,0.104,1.1667,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,0,0.048,0,-0.1872,0.4544
0.072,0.04,-2.25,0.024,-0.008,-0.75,0,-0.032,-0,0,-0.032,-0,0,-0.032,-0,0,-0.032,-0,-0.1808,0.4384
0,-0.008,-0,0,-0.008,-0,0,-0.008,-0,0,-0.008,-0,0,-0.008,-0,0,-0.008,-0,-0.1296,0.3664
0,0.088,0,0,0.088,0,0,0.088,0,0,0.088,0,0,0.088,0,0,0.088,0,0.0976,0.1504
0,0.096,0,0,0.096,0,0,0.096,0,0,0.096,0,0,0.096,0,0,0.096,0,0.096,0.1648
0,-0.024,-0,0,-0.024,-0,0,-0.024,-0,0,-0.024,-0,0,-0.024,-0,0,-0.024,-0,-0.2032,0.5136
0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0.0848,0.1888
0.112,0.112,Inf,0.08,0.08,Inf,0.056,0.056,Inf,0,0,NaN,0,0,NaN,0,0,NaN,-0.168,0.4144
0.088,0.144,1.5714,0.032,0.056,1.3333,0,0.024,0,0,0.024,0,0,0.024,0,0,0.024,0,0.1264,0.2288
0,-0.064,-0,0,-0.064,-0,0,-0.064,-0,0,-0.064,-0,0,-0.064,-0,0,-0.064,-0,0.088,0.1728
0.128,-0.088,-0.59259,0.08,-0.136,-0.37037,0.056,-0.16,-0.25926,0,-0.216,-0,0,-0.216,-0,0,-0.216,-0,-0.1488,0.3744
0.112,-0.128,-0.46667,0.08,-0.16,-0.33333,0.056,-0.184,-0.23333,0,-0.24,-0,0,-0.24,-0,0,-0.24,-0,-0.1728,0.4256
0.128,-0.024,-0.84211,0.088,-0.064,-0.57895,0.064,-0.088,-0.42105,0,-0.152,-0,0,-0.152,-0,0,-0.152,-0,-0.1824,0.4512
0.064,0.104,1.6,0.016,0.024,2,0,0.008,0,0,0.008,0,0,0.008,0,0,0.008,0,0.1056,0.176
0,-0.048,-0,0,-0.048,-0,0,-0.048,-0,0,-0.048,-0,0,-0.048,-0,0,-0.048,-0,0.1088,0.1856
0.128,0.16,4,0.072,0.104,2.25,0.032,0.064,1,0,0.032,0,0,0.032,0,0,0.032,0,-0.3216,0.7344
0,0.184,0,0,0.184,0,0,0.184,0,0,0.184,0,0,0.184,0,0,0.184,0,0.104,0.2016
0.096,0.24,0.66667,0.376,0.52,2.6111,0.224,0.368,1.5556,0,0.144,0,0,0.144,0,0,0.144,0,0.1616,0.272
0,-0.072,-0,0,-0.072,-0,0,-0.072,-0,0,-0.072,-0,0,-0.072,-0,0,-0.072,-0,-0.1904,0.4944
0,0.104,0,0,0.104,0,0,0.104,0,0,0.104,0,0,0.104,0,0,0.104,0,0.0992,0.2384
0,0.392,0,0,0.392,0,0,0.392,0,0,0.392,0,0,0.392,0,0,0.392,0,0.112,0.2368
0.096,0.064,-3,0.032,0,-1,0,-0.032,-0,0,-0.032,-0,0,-0.032,-0,0,-0.032,-0,-0.328,0.7872
0.128,0.136,16,0.096,0.104,12,0.072,0.08,9,0,0.008,0,0,0.008,0,0,0.008,0,-0.2896,0.6752
