NaN,1.7402,0.088,95.072,22.274,NaN,0.69565,0.39976,0.1455
NaN,1.5958,0.2496,84.682,25.002,NaN,0.70883,0.44419,0.21579
NaN,1.5695,0.472,84.087,22.064,NaN,0.70901,0.45175,0.21669
NaN,1.5904,0.2464,86.059,24.594,NaN,0.66205,0.41629,0.18607
NaN,1.3699,0.296,88.145,18.087,NaN,0.59404,0.43364,0.10745
NaN,1.5371,0.2304,83.279,18.341,NaN,0.64178,0.41751,0.15201
NaN,1.4823,0.2624,87.447,19.08,NaN,0.6089,0.41079,0.1205
NaN,1.7237,0.2128,83.057,15.288,NaN,0.70654,0.40991,0.18776
NaN,1.7861,0.6192,84.156,23.004,NaN,0.71302,0.39919,0.18622
392.58,1.8419,0.2544,83.36,19.94,178.57,0.72336,0.39273,0.18943
NaN,1.6524,0.0864,87.676,16.349,NaN,0.7105,0.42999,0.18569
NaN,1.6921,0.5392,89.528,22.981,NaN,0.69615,0.41142,0.18152
NaN,1.8805,0.272,84.75,19.977,NaN,0.68133,0.36231,0.1581
NaN,1.7614,0.2096,84.568,20.049,NaN,0.68208,0.38723,0.16169
NaN,1.8007,0.0304,86.766,23.301,NaN,0.69817,0.38773,0.16659
NaN,1.82,0.1232,82.281,14.237,NaN,0.69462,0.38166,0.16149
NaN,1.6312,0.1024,88.416,22.327,NaN,0.71661,0.4393,0.18518
NaN,1.5859,0.0752,90.57,26.43,NaN,0.65965,0.41593,0.16373
515.38,1.4062,0.288,88.851,19.516,182.93,0.68377,0.48624,0.1726
NaN,1.7811,0.2736,95.456,18.822,NaN,0.68599,0.38514,0.15631
NaN,1.7035,0.08,86.812,24.025,NaN,0.68684,0.40318,0.1532
NaN,1.6466,0.2832,88.524,25.805,NaN,0.65903,0.40023,0.14002
NaN,1.0054,0.0944,84.199,29.162,NaN,0.62274,0.61937,0.11353
NaN,1.4011,0.1024,84.893,20.743,NaN,0.60524,0.43197,0.13971
NaN,1.5175,0.304,83.787,38.432,NaN,0.71936,0.47403,0.15048
NaN,1.8419,0.272,71.822,27.785,NaN,0.67608,0.36706,0.18389
NaN,1.2713,0.1904,74.513,24.923,NaN,0.61919,0.48706,0.12356
NaN,0.6218,0.4304,88.765,45.292,NaN,0.47356,0.76159,-0.025187
NaN,1.3785,0.5424,90.615,26.299,NaN,0.5956,0.43206,0.1161
NaN,1.3645,0.352,87.466,23.094,NaN,0.59377,0.43517,0.13611
NaN,1.3757,0.1968,98.316,31.961,NaN,0.70951,0.51576,0.19434
NaN,1.4451,0.1664,98.659,33.782,NaN,0.61269,0.42399,0.13612
NaN,1.4208,0.9232,90.004,21.127,NaN,0.62238,0.43804,0.096502
NaN,1.022,0.3328,85.437,30.198,NaN,0.63824,0.62452,0.13306
NaN,1.3544,0.3264,96.268,23.924,NaN,0.58621,0.4328,0.11228
NaN,1.4782,0.4992,97.968,27.109,NaN,0.56227,0.38039,0.087716
NaN,1.4511,0.8672,92.515,20.565,NaN,0.58744,0.40483,0.085599
558.88,1.5776,0.5376,94.646,18.046,192.31,0.61545,0.39011,0.099323
NaN,1.7466,0.6192,101.09,30.526,NaN,0.62494,0.3578,0.082402
NaN,1.662,0.6976,102.21,27.117,NaN,0.61199,0.36822,0.10818
NaN,1.6454,0.4576,94.005,18.277,NaN,0.64163,0.38994,0.076634
NaN,1.2133,0.5872,95.127,29.392,NaN,0.63765,0.52555,0.11684
NaN,1.248,0.3696,77.078,22.214,NaN,0.59772,0.47895,0.11682
NaN,1.6841,0.8096,81.489,14.304,NaN,0.67957,0.40352,0.17444
NaN,1.4544,0.856,71.339,13.399,NaN,0.64357,0.44251,0.12707
499.42,1.5296,0.3888,81.175,27.977,197.37,0.64074,0.41889,0.14718
NaN,1.4779,1.0816,87.217,24.49,NaN,0.6551,0.44325,0.14242
NaN,1.3677,0.6288,99.257,40.615,NaN,0.62654,0.4581,0.093561
NaN,1.6026,0.5824,99.665,40.273,NaN,0.63569,0.39667,0.089718
NaN,1.58,0.7152,97.186,41.319,NaN,0.61373,0.38843,0.086175
NaN,1.6598,0.5936,102.23,28.27,NaN,0.65097,0.3922,0.1095
NaN,1.57,0.36,97.426,27.643,NaN,0.65411,0.41663,0.1596
NaN,1.5715,0.5696,93.847,28.436,NaN,0.64527,0.41061,0.075015
NaN,1.6221,0.7584,94.525,33.424,NaN,0.6558,0.40429,0.098516
696.65,1.5733,0.888,92.452,37.173,197.37,0.61673,0.39198,0.066236
NaN,1.4887,0.9056,93.6,34.805,NaN,0.62841,0.42211,0.079565
NaN,1.4369,0.896,90.123,32.805,NaN,0.60837,0.42338,0.062309
NaN,1.4567,0.328,99.04,42.071,NaN,0.60436,0.41489,0.10872
NaN,0.9803,0.1472,98.431,38.083,NaN,0.60366,0.61579,0.049709
