688.95,1.3444,1.0544,114.83,62.048,133.75,0.65387,0.48636,0.070657
602.52,1.2853,0.6528,116.22,60.805,143.29,0.62382,0.48534,0.098552
937.56,1.2965,0.664,110.26,56.14,150.42,0.62366,0.48102,0.041969
597.98,1.3188,0.4128,118.94,65.398,136.97,0.66507,0.50431,0.10327
722.63,1.3632,1.1424,121.96,61.941,136.28,0.65112,0.47765,0.063116
565.12,1.4592,1.288,121.18,61.979,141.1,0.6986,0.47877,0.10735
533.92,1.4233,0.8576,109.42,56.58,154,0.69218,0.48631,0.13542
677.42,1.4369,1.08,113.55,58.461,141.48,0.6915,0.48123,0.075681
438.56,1.4713,0.5696,114.38,58.014,132.86,0.7402,0.5031,0.18533
710.58,1.3846,1.6,108.99,57.41,135.09,0.69853,0.5045,0.072182
800.11,1.3988,2.1216,112.11,55.769,146.25,0.69433,0.49638,0.059668
550.41,1.2444,0.288,113,54.455,133.31,0.65526,0.52656,0.12932
672.02,1.2736,1.0944,107.76,59.659,140.74,0.71359,0.56031,0.10371
432.16,1.3791,1.1712,110.82,42.075,132.8,0.75627,0.54839,0.22666
390.73,1.4681,1.6496,111.05,59.525,134.41,0.67173,0.45757,0.19538
352.85,1.5199,0.6672,113.18,36.586,136.66,0.73661,0.48463,0.27328
412.5,1.4933,1.3536,111.1,46.391,133.79,0.72695,0.4868,0.1975
353.34,1.523,1.6464,115.32,41.218,141.18,0.74139,0.4868,0.28406
0,1.4404,1.056,117.27,62.226,149.06,0.69062,0.47947,-0.003145
479.76,1.385,0.5984,115.37,59.559,134.13,0.67555,0.48778,0.14698
580.96,1.3735,1.4176,122.43,63.598,145.62,0.67331,0.49022,0.10991
591.02,1.2469,1.28,106.6,63.872,139.8,0.61665,0.49454,0.10375
363.22,1.6049,1.0864,108.18,52.857,145.03,0.74007,0.46112,0.24777
439.79,1.4465,0.9296,117.42,37.234,148.48,0.72522,0.50137,0.20455
549.54,1.3999,1.976,117.99,37.94,144.11,0.69433,0.49599,0.12444
421.58,1.4366,1.064,114.02,37.949,149.68,0.74174,0.51632,0.23799
449.76,1.4182,1.3648,110.15,59.127,143.6,0.69609,0.49081,0.18127
353.23,1.4815,1.7024,118.86,63.646,99.017,0.74454,0.50255,0.21245
350.81,1.4056,0.896,118.22,59.605,101.62,0.69619,0.49531,0.21473
358.07,1.4421,1.2928,116.6,61.017,134.8,0.7352,0.50983,0.28969
415.21,1.469,0.4832,117.29,62.582,121.95,0.74031,0.50396,0.19043
299.4,1.5765,1.4384,102.62,54.982,96.605,0.73781,0.46801,0.25022
754.1,1.2389,1.0176,111.59,60.626,112.85,0.69626,0.56198,0.066437
314.2,1.4961,1.4288,118.93,62.929,112.33,0.74617,0.49875,0.30002
347.63,1.4788,1.312,118.08,62.625,95.536,0.74237,0.50201,0.21118
368.83,1.4965,0.3936,118.56,62.56,110.12,0.74248,0.49614,0.21121
304.85,1.4903,1.4528,117.82,62.516,90.573,0.74606,0.5006,0.25889
333.59,1.5008,1.9632,118.1,62.625,126.77,0.73466,0.48952,0.28936
423.86,1.5031,1.5808,117.56,62.386,120.37,0.74108,0.49304,0.17264
347.05,1.4836,0.5504,114.62,60.626,134.61,0.74523,0.50232,0.29893
348.25,1.4942,0.5952,114.97,61.082,135.25,0.74052,0.4956,0.29035
426.25,1.5049,1.4528,113.04,59.952,121.62,0.74365,0.49413,0.17325
504.85,1.5015,0.8192,110.04,57.953,130.39,0.74107,0.49354,0.13209
345.36,1.477,0.1936,110.69,56.171,111.58,0.73086,0.49484,0.24281
411.83,1.2701,0.8064,83.206,53.553,110.71,0.71476,0.56276,0.21912
654.1,1.1488,0.928,88.413,51.817,142.58,0.58737,0.5113,0.092347
3137.4,1.3595,1.2928,113.27,62.151,135.43,0.63583,0.4677,0.0031903
604.1,1.2342,1.7072,88.718,55.32,95.132,0.65334,0.52937,0.077434
453.99,1.3632,1.1008,125.88,58.018,136.77,0.75073,0.5507,0.21331
892.96,1.2238,0.7424,125.08,59.757,149.8,0.64858,0.52998,0.055934
606.65,1.5256,1.024,124.44,60.974,132.63,0.70821,0.46422,0.082323
463.65,1.3879,1.2864,106.95,55.454,137.9,0.68904,0.49647,0.16761
427.83,1.6128,0.6608,110.23,56.641,178.57,0.76268,0.4729,0.23127
356.81,1.4989,1.9808,110.84,57.179,96.357,0.72837,0.48595,0.18944
553.11,1.5037,0.4,110.69,50.891,130.7,0.7276,0.48387,0.10603
443,1.5057,1.6288,110.86,56.739,119.97,0.74804,0.49682,0.15995
485.11,1.3383,1.4288,110.67,55.957,137.7,0.6528,0.48778,0.14758
342.46,1.4185,1.3408,109.18,56.389,93.646,0.67851,0.47833,0.19366
345.56,1.4208,1.6128,109.76,55.981,79.832,0.68904,0.48496,0.16666
471.69,1.3747,1.8064,116,61.75,134.98,0.77468,0.56354,0.20422
393.52,1.4249,0.8976,100.41,45.616,146.98,0.69462,0.48749,0.23908
476.98,1.3486,1.2976,97.613,46.447,134.1,0.66982,0.49669,0.15413
437.02,1.4932,0.784,95.217,45.347,121.76,0.74242,0.49719,0.16705
643.23,1.4792,0.8544,95.608,44.828,118.52,0.73705,0.49829,0.075391
717.84,1.4776,1.5248,98.053,47.229,133.82,0.74206,0.5022,0.069425
385.34,1.3177,0.2736,102.14,50.603,107.13,0.64985,0.49316,0.186
