-1.786799999999999944e+00,3.676499999999999879e+00,1.112200000000000077e+00,6.583099999999999508e-01,2.665500000000000091e-01,3.128500000000000031e-02,-4.239999999999999880e-01,5.440000000000000391e-01,5.600000000000000117e-02,1.225699999999999932e+02,5.882500000000000284e+01
1.949100000000000055e+00,1.388899999999999935e+01,1.110100000000000087e+00,6.579099999999999948e-01,2.671499999999999986e-01,3.155600000000000072e-02,-4.319999999999999951e-01,5.839999999999999636e-01,8.000000000000000167e-02,1.228599999999999994e+02,6.323100000000000165e+01
-4.440900000000000070e+00,4.464299999999999713e+00,1.111399999999999944e+00,6.583700000000000108e-01,2.666899999999999826e-01,3.127499999999999725e-02,2.320000000000000118e-01,1.680000000000000104e-01,-3.679999999999999938e-01,1.067900000000000063e+02,5.757099999999999795e+01
-4.456000000000000405e+00,4.807699999999999640e+00,1.111199999999999966e+00,6.578699999999999548e-01,2.667300000000000226e-01,3.134100000000000080e-02,8.799999999999999489e-02,8.799999999999999489e-02,1.039999999999999952e-01,1.288499999999999943e+02,5.967399999999999949e+01
-3.866099999999999870e+00,3.289499999999999869e+00,1.108500000000000041e+00,6.565199999999999925e-01,2.662300000000000222e-01,3.072199999999999931e-02,-4.400000000000000022e-01,-9.599999999999999645e-01,-4.079999999999999738e-01,1.072399999999999949e+02,6.687399999999999523e+01
2.053599999999999870e+00,1.388899999999999935e+01,1.108899999999999997e+00,6.565999999999999615e-01,2.664799999999999947e-01,3.111200000000000077e-02,-4.239999999999999880e-01,6.560000000000000275e-01,3.519999999999999796e-01,1.170199999999999960e+02,7.087800000000000011e+01
-5.711700000000000443e+00,4.629599999999999937e+00,1.110800000000000010e+00,6.566499999999999559e-01,2.662599999999999967e-01,3.141200000000000242e-02,-4.159999999999999809e-01,1.600000000000000033e-01,3.760000000000000009e-01,1.163100000000000023e+02,7.354399999999999693e+01
-8.256300000000000239e+01,5.000000000000000000e+00,1.108300000000000063e+00,6.560000000000000275e-01,2.652700000000000058e-01,3.133099999999999774e-02,1.280000000000000027e-01,-4.079999999999999738e-01,1.215999999999999970e+00,1.132999999999999972e+02,7.560699999999999932e+01
-7.318800000000000416e+00,4.807699999999999640e+00,1.112700000000000022e+00,6.576100000000000279e-01,2.661700000000000177e-01,3.133400000000000074e-02,9.600000000000000200e-02,-4.000000000000000222e-01,1.360000000000000098e-01,1.383000000000000114e+02,3.894700000000000273e+01
-1.946099999999999941e+00,1.225500000000000034e+00,1.106200000000000072e+00,6.546800000000000397e-01,2.659299999999999997e-01,3.081599999999999964e-02,-4.159999999999999809e-01,1.039999999999999952e-01,1.120000000000000023e-01,1.315300000000000011e+02,4.545600000000000307e+01
-1.924800000000000066e+00,3.472199999999999953e+00,1.108200000000000074e+00,6.560599999999999765e-01,2.660699999999999732e-01,3.097099999999999853e-02,-4.560000000000000164e-01,-2.479999999999999982e-01,3.200000000000000067e-01,1.033599999999999994e+02,5.656099999999999994e+01
-3.623400000000000176e+00,3.125000000000000000e+00,1.110800000000000010e+00,6.552900000000000391e-01,2.665899999999999936e-01,3.163900000000000046e-02,-4.400000000000000022e-01,1.439999999999999891e-01,3.200000000000000067e-01,1.055400000000000063e+02,7.659199999999999875e+01
-6.352999999999999758e+00,1.329800000000000093e+00,1.110899999999999999e+00,6.551799999999999846e-01,2.660600000000000187e-01,3.123400000000000135e-02,-4.480000000000000093e-01,-4.159999999999999809e-01,-2.320000000000000118e-01,1.115699999999999932e+02,6.549699999999999989e+01
1.579199999999999982e+01,5.000000000000000000e+00,1.110999999999999988e+00,6.554200000000000026e-01,2.663599999999999857e-01,3.118999999999999898e-02,8.000000000000000167e-02,3.119999999999999996e-01,1.199999999999999956e-01,1.119000000000000057e+02,6.549599999999999511e+01
-3.049599999999999866e+00,3.906200000000000117e+00,1.111599999999999921e+00,6.544999999999999707e-01,2.655600000000000183e-01,3.045099999999999890e-02,-4.640000000000000235e-01,-4.400000000000000022e-01,1.199999999999999956e-01,1.193400000000000034e+02,5.762899999999999778e+01
-4.402400000000000091e+01,5.434800000000000075e+00,1.110800000000000010e+00,6.533200000000000118e-01,2.661499999999999977e-01,3.042200000000000112e-02,-4.480000000000000093e-01,0.000000000000000000e+00,-2.560000000000000053e-01,1.082000000000000028e+02,4.339500000000000313e+01
1.654300000000000104e+00,1.388899999999999935e+01,1.112700000000000022e+00,6.541700000000000292e-01,2.661200000000000232e-01,3.086399999999999907e-02,-9.919999999999999929e-01,5.600000000000000117e-02,5.600000000000000117e-02,1.001800000000000068e+02,6.375699999999999790e+01
1.754199999999999982e+00,1.250000000000000000e+01,1.187300000000000022e+00,6.154100000000000126e-01,2.730799999999999894e-01,3.016500000000000084e-02,-4.799999999999999822e-01,-4.640000000000000235e-01,2.479999999999999982e-01,1.120799999999999983e+02,5.911999999999999744e+01
1.754199999999999982e+00,1.250000000000000000e+01,1.207000000000000073e+00,6.113300000000000400e-01,2.752700000000000147e-01,3.025100000000000011e-02,-4.799999999999999822e-01,-4.640000000000000235e-01,2.479999999999999982e-01,1.120799999999999983e+02,5.911999999999999744e+01
1.836999999999999966e+00,1.250000000000000000e+01,1.200900000000000079e+00,6.197799999999999976e-01,2.715000000000000191e-01,2.792499999999999843e-02,-4.640000000000000235e-01,2.079999999999999905e-01,-4.400000000000000022e-01,1.211099999999999994e+02,7.555400000000000205e+01
1.408400000000000096e+00,1.388899999999999935e+01,1.197000000000000064e+00,6.200900000000000301e-01,2.711999999999999966e-01,2.799700000000000105e-02,2.000000000000000111e-01,2.240000000000000047e-01,-4.239999999999999880e-01,1.231500000000000057e+02,7.623499999999999943e+01
1.560000000000000053e+00,1.388899999999999935e+01,1.197799999999999976e+00,6.202699999999999880e-01,2.700199999999999823e-01,2.766800000000000162e-02,1.839999999999999969e-01,2.079999999999999905e-01,-4.480000000000000093e-01,1.197500000000000000e+02,7.620600000000000307e+01
1.862999999999999989e+00,1.250000000000000000e+01,1.197899999999999965e+00,6.205800000000000205e-01,2.705299999999999927e-01,2.775599999999999942e-02,1.839999999999999969e-01,-4.400000000000000022e-01,2.079999999999999905e-01,1.371500000000000057e+02,8.108499999999999375e+01
1.910900000000000043e+00,1.250000000000000000e+01,1.198299999999999921e+00,6.208799999999999875e-01,2.708900000000000197e-01,2.780900000000000039e-02,1.839999999999999969e-01,2.079999999999999905e-01,2.159999999999999976e-01,1.176800000000000068e+02,7.673600000000000421e+01
1.728199999999999958e+00,1.136400000000000077e+01,1.198099999999999943e+00,6.209099999999999620e-01,2.714400000000000146e-01,2.779799999999999979e-02,-4.640000000000000235e-01,-4.400000000000000022e-01,1.839999999999999969e-01,1.160600000000000023e+02,7.408499999999999375e+01
1.835900000000000087e+00,1.136400000000000077e+01,1.188299999999999912e+00,6.132300000000000528e-01,2.774199999999999999e-01,2.954999999999999988e-02,1.839999999999999969e-01,2.159999999999999976e-01,-4.319999999999999951e-01,1.321399999999999864e+02,8.026399999999999579e+01
1.839099999999999957e+00,1.388899999999999935e+01,1.183400000000000007e+00,6.097599999999999687e-01,2.799599999999999866e-01,2.943700000000000136e-02,1.600000000000000033e-01,1.920000000000000040e-01,-4.480000000000000093e-01,1.241299999999999955e+02,7.526500000000000057e+01
1.453300000000000036e+00,1.388899999999999935e+01,1.184099999999999930e+00,6.098299999999999832e-01,2.790300000000000002e-01,2.933399999999999896e-02,1.759999999999999898e-01,2.000000000000000111e-01,-4.400000000000000022e-01,1.222600000000000051e+02,7.424599999999999511e+01
1.860600000000000032e+00,1.250000000000000000e+01,1.186099999999999932e+00,6.095199999999999507e-01,2.796199999999999797e-01,2.970400000000000124e-02,1.839999999999999969e-01,-1.072000000000000064e+00,2.159999999999999976e-01,1.084200000000000017e+02,6.976600000000000534e+01
1.772999999999999909e+00,1.388899999999999935e+01,1.205600000000000005e+00,6.092699999999999783e-01,2.803399999999999781e-01,3.014199999999999866e-02,1.920000000000000040e-01,4.640000000000000235e-01,2.159999999999999976e-01,1.073700000000000045e+02,7.403499999999999659e+01
1.920800000000000063e+00,1.250000000000000000e+01,1.206399999999999917e+00,6.095000000000000417e-01,2.811600000000000210e-01,3.021000000000000074e-02,1.759999999999999898e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.180799999999999983e+02,7.200499999999999545e+01
1.904600000000000071e+00,1.250000000000000000e+01,1.205600000000000005e+00,6.096399999999999597e-01,2.807399999999999896e-01,3.012600000000000000e-02,1.839999999999999969e-01,-4.239999999999999880e-01,2.079999999999999905e-01,1.181500000000000057e+02,7.058799999999999386e+01
1.702499999999999902e+00,1.136400000000000077e+01,1.205600000000000005e+00,6.253600000000000270e-01,2.812500000000000000e-01,3.014800000000000119e-02,-4.719999999999999751e-01,1.920000000000000040e-01,-4.480000000000000093e-01,1.178599999999999994e+02,7.182500000000000284e+01
1.778899999999999926e+00,1.388899999999999935e+01,1.205000000000000071e+00,6.276599999999999957e-01,2.802799999999999736e-01,3.007100000000000051e-02,1.680000000000000104e-01,-4.480000000000000093e-01,2.079999999999999905e-01,1.141899999999999977e+02,7.164700000000000557e+01
1.810100000000000042e+00,1.388899999999999935e+01,1.206199999999999939e+00,6.278700000000000392e-01,2.805599999999999761e-01,3.017200000000000090e-02,1.759999999999999898e-01,-4.480000000000000093e-01,2.079999999999999905e-01,1.030300000000000011e+02,6.480899999999999750e+01
